word,indicativeness
greek,1.5485063002791608e-05
appealing,1.5383545612820774e-05
iced,1.5383545612820774e-05
north,1.5383545612820774e-05
random,1.529610503492071e-05
heavier,1.5120591021172221e-05
appetizing,1.5120591021172221e-05
oldest,1.5120591021172221e-05
confusing,1.5120591021172221e-05
extensive,1.503335160325984e-05
plentiful,1.4983322656620145e-05
close,1.4802049957775833e-05
complex,1.4568801487848114e-05
juicy,1.4517489057614247e-05
endless,1.4439196456185103e-05
tastier,1.4439196456185103e-05
indian,1.4191357266765624e-05
wow'd,1.4184404053679063e-05
yelpy,1.4184404053679063e-05
indigenous,1.4184404053679063e-05
extravagant,1.4184404053679063e-05
----------------cash,1.4184404053679063e-05
approx,1.4184404053679063e-05
non-er,1.4184404053679063e-05
feminist,1.4184404053679063e-05
craving,1.4184404053679063e-05
eel/avo,1.4184404053679063e-05
sickening,1.4184404053679063e-05
non-busy,1.4184404053679063e-05
long-time,1.4184404053679063e-05
deep-fat,1.4184404053679063e-05
gringo-mex,1.4184404053679063e-05
dated,1.4184404053679063e-05
similiar,1.4184404053679063e-05
plasticky,1.4184404053679063e-05
iceberg,1.4184404053679063e-05
steeper,1.4184404053679063e-05
faux-meat,1.4184404053679063e-05
goooood,1.4184404053679063e-05
home-cooked,1.4184404053679063e-05
underseasoned,1.4184404053679063e-05
haute,1.4184404053679063e-05
adana,1.4184404053679063e-05
shallower,1.4184404053679063e-05
soup/salad,1.4184404053679063e-05
jam-packed,1.4184404053679063e-05
task-oriented,1.4184404053679063e-05
ideal,1.4058738663786524e-05
sketchy,1.4058738663786524e-05
buttery,1.4058738663786524e-05
wise,1.4021429615343988e-05
unassuming,1.3760189073369608e-05
saltier,1.3760189073369608e-05
torn,1.3760189073369608e-05
deeper,1.3760189073369608e-05
cranky,1.3760189073369608e-05
dynamic,1.3760189073369608e-05
cantonese,1.3742545921896322e-05
rose,1.3742545921896322e-05
inconvenient,1.3742545921896322e-05
grainy,1.3742545921896322e-05
unusual,1.3680905909048812e-05
impressive,1.3582928469063288e-05
closer,1.3537213362498509e-05
tight,1.3477007823138702e-05
overpriced,1.3410568328764796e-05
lame,1.3343517810405735e-05
nostalgic,1.3343517810405735e-05
sad,1.3041971092597437e-05
necessary,1.2951046755631176e-05
public,1.2823114352357162e-05
half,1.268845642440639e-05
rare,1.256746868677071e-05
plenty,1.2496708592146136e-05
adventurous,1.2487544132441244e-05
shabby,1.2484489312539613e-05
braised,1.2484489312539613e-05
equal,1.2484489312539613e-05
handy,1.2484489312539613e-05
spicier,1.2484489312539613e-05
fluffy,1.236932309338411e-05
fond,1.2310484504883752e-05
passable,1.2310484504883752e-05
fake,1.220315881516219e-05
savory,1.220315881516219e-05
off,1.2088594895375288e-05
mistaken,1.2088594895375288e-05
even,1.2088594895375288e-05
pino,1.2088594895375288e-05
ironic,1.2088594895375288e-05
asian,1.18470381859855e-05
sour,1.1784458281112812e-05
older,1.1699696518679678e-05
flat,1.1686945021058082e-05
greatest,1.1680654633688259e-05
lighter,1.1680654633688259e-05
roasted,1.1472078776190531e-05
extraordinary,1.1333318825205897e-05
enthusiastic,1.1333318825205897e-05
stretchy,1.1253189327702464e-05
nutritious,1.1253189327702464e-05
banana,1.1253189327702464e-05
emotionless,1.1253189327702464e-05
redeeming,1.1253189327702464e-05
pompous,1.1253189327702464e-05
intolerant,1.1253189327702464e-05
gingerbread,1.1253189327702464e-05
ground,1.1253189327702464e-05
leslieville,1.1253189327702464e-05
-small,1.1253189327702464e-05
prickly,1.1253189327702464e-05
rolled,1.1253189327702464e-05
savoury,1.1253189327702464e-05
quieter,1.1253189327702464e-05
2-for-1,1.1253189327702464e-05
bothersome,1.1253189327702464e-05
inaccurate,1.1253189327702464e-05
collective,1.1253189327702464e-05
tuscan,1.1253189327702464e-05
pre,1.1253189327702464e-05
scant,1.1253189327702464e-05
cluttered,1.1253189327702464e-05
political,1.1253189327702464e-05
current,1.1161969737093005e-05
crunchy,1.1068005277309878e-05
holy,1.0751594290534348e-05
hipster,1.064059415518552e-05
neapolitan,1.064059415518552e-05
humid,1.064059415518552e-05
conservative,1.064059415518552e-05
puffy,1.064059415518552e-05
devoid,1.064059415518552e-05
european,1.064059415518552e-05
unpretentious,1.064059415518552e-05
notable,1.064059415518552e-05
healthier,1.0411535428624336e-05
airy,1.0406286777034367e-05
unlimited,1.0406286777034367e-05
limp,1.0406286777034367e-05
seaweed,1.0406286777034367e-05
uptown,1.0255697075213853e-05
underground,1.0255697075213853e-05
fruity,1.0255697075213853e-05
mush,1.0255697075213853e-05
trendy,1.0197403356613812e-05
steamed,1.005743448082924e-05
pretty,9.974686334624968e-06
unexpected,9.933089790879618e-06
quick,9.890184141109757e-06
italian,9.48985511598596e-06
cramped,9.372531444109602e-06
plastic,9.372531444109602e-06
neat,9.372531444109602e-06
valid,9.36336698440471e-06
reserved,9.36336698440471e-06
slim,9.36336698440471e-06
modest,9.36336698440471e-06
old-school,9.36336698440471e-06
identical,9.36336698440471e-06
sterile,9.36336698440471e-06
immense,9.36336698440471e-06
sober,9.36336698440471e-06
important,9.328907643172084e-06
famous,9.30164144757751e-06
substantial,9.25816156921902e-06
inexpensive,9.225153307548946e-06
baked,9.225153307548946e-06
grouchy,9.173459382246407e-06
hoppy,9.173459382246407e-06
divey,9.173459382246407e-06
flimsy,9.173459382246407e-06
ever-changing,9.173459382246407e-06
under-seasoned,9.173459382246407e-06
noteworthy,9.173459382246407e-06
recommended,9.173459382246407e-06
impersonal,9.173459382246407e-06
...great,9.173459382246407e-06
taiwanese,9.173459382246407e-06
9th,9.173459382246407e-06
snobby,9.173459382246407e-06
overpowering,9.173459382246407e-06
overweight,9.173459382246407e-06
diablo,9.173459382246407e-06
spicey,9.173459382246407e-06
caramelized,9.173459382246407e-06
renovated,9.173459382246407e-06
quintessential,9.173459382246407e-06
serviceable,9.173459382246407e-06
passive,9.173459382246407e-06
appropriate,9.1443557764526e-06
buffalo,8.922727937037085e-06
4th,8.68373040293949e-06
assorted,8.68373040293949e-06
mild,8.60972832294343e-06
silly,8.383302423196052e-06
sliced,8.383302423196052e-06
basic,8.343834278634887e-06
spotty,8.325029421627494e-06
chaotic,8.325029421627494e-06
split,8.220848347695079e-06
brutal,8.220848347695079e-06
dingy,8.220848347695079e-06
crusty,8.220848347695079e-06
stuffy,8.220848347695079e-06
grand,8.209936362250102e-06
key,8.106102438478884e-06
curious,8.106102438478884e-06
understandable,7.880346471513235e-06
philly,7.880346471513235e-06
consistent,7.604682745784933e-06
icky,7.560295510586111e-06
leisurely,7.560295510586111e-06
wholesome,7.560295510586111e-06
cardboard,7.560295510586111e-06
charred,7.560295510586111e-06
hole-in-the-wall,7.560295510586111e-06
teenage,7.560295510586111e-06
religious,7.560295510586111e-06
unruly,7.560295510586111e-06
squeaky,7.560295510586111e-06
syrupy,7.560295510586111e-06
yucky,7.560295510586111e-06
overdone,7.560295510586111e-06
louder,7.560295510586111e-06
cordial,7.560295510586111e-06
mandarin,7.560295510586111e-06
conducive,7.560295510586111e-06
entertaining,7.51667580162992e-06
mediterranean,7.51667580162992e-06
sloppy,7.51667580162992e-06
square,7.448486505004001e-06
smallest,7.448486505004001e-06
minimal,7.441313158062009e-06
numerous,7.400309881706734e-06
southern,7.379199229450393e-06
sophisticated,7.187314523238152e-06
lesser,7.187314523238152e-06
n,7.187314523238152e-06
sore,7.187314523238152e-06
mellow,7.187314523238152e-06
loveable,7.092202026839532e-06
club-like,7.092202026839532e-06
every-five-year,7.092202026839532e-06
malasa,7.092202026839532e-06
pop-aliscious,7.092202026839532e-06
impractical,7.092202026839532e-06
knotty,7.092202026839532e-06
colored,7.092202026839532e-06
non-tradition,7.092202026839532e-06
golly,7.092202026839532e-06
spiked,7.092202026839532e-06
unscented,7.092202026839532e-06
oversized,7.092202026839532e-06
super-thin,7.092202026839532e-06
ethical,7.092202026839532e-06
marvelous,7.092202026839532e-06
mesquite,7.092202026839532e-06
crampy,7.092202026839532e-06
vua,7.092202026839532e-06
270lbs,7.092202026839532e-06
sandwich--but,7.092202026839532e-06
wok-hay,7.092202026839532e-06
belly-busting,7.092202026839532e-06
mussiest,7.092202026839532e-06
butt-dope,7.092202026839532e-06
thermal,7.092202026839532e-06
med/middle,7.092202026839532e-06
not-,7.092202026839532e-06
osso,7.092202026839532e-06
stand-out,7.092202026839532e-06
alert,7.092202026839532e-06
good---but,7.092202026839532e-06
gringo,7.092202026839532e-06
grab-n-go,7.092202026839532e-06
pros-,7.092202026839532e-06
sleep-my,7.092202026839532e-06
bolder,7.092202026839532e-06
gotta,7.092202026839532e-06
bacon.,7.092202026839532e-06
handformed,7.092202026839532e-06
discretionary,7.092202026839532e-06
rib-steak,7.092202026839532e-06
truley,7.092202026839532e-06
right--golden,7.092202026839532e-06
panchan,7.092202026839532e-06
-free,7.092202026839532e-06
non-waffle,7.092202026839532e-06
upright,7.092202026839532e-06
still,7.092202026839532e-06
slivered,7.092202026839532e-06
new-but-second-rate,7.092202026839532e-06
undiscovered,7.092202026839532e-06
clean-plate-club,7.092202026839532e-06
touti,7.092202026839532e-06
potatoey,7.092202026839532e-06
uncanny,7.092202026839532e-06
handcrafted,7.092202026839532e-06
mexican-like,7.092202026839532e-06
homecooked,7.092202026839532e-06
1km,7.092202026839532e-06
less-favoured,7.092202026839532e-06
orrechiette,7.092202026839532e-06
planned,7.092202026839532e-06
greasier,7.092202026839532e-06
chinese-speaking,7.092202026839532e-06
elastic,7.092202026839532e-06
singapore,7.092202026839532e-06
script-like,7.092202026839532e-06
un-appetizing,7.092202026839532e-06
kickin,7.092202026839532e-06
non-threatening,7.092202026839532e-06
puny,7.092202026839532e-06
transactional,7.092202026839532e-06
orangey,7.092202026839532e-06
loooonnnnggggg,7.092202026839532e-06
delicious-looking,7.092202026839532e-06
dethawed,7.092202026839532e-06
orangeish,7.092202026839532e-06
perpetual,7.092202026839532e-06
tradional,7.092202026839532e-06
unadorned,7.092202026839532e-06
livelier,7.092202026839532e-06
nontraditional,7.092202026839532e-06
medium-size,7.092202026839532e-06
american-style,7.092202026839532e-06
preconfigured,7.092202026839532e-06
duplicate,7.092202026839532e-06
prison-sex,7.092202026839532e-06
untapped,7.092202026839532e-06
vehement,7.092202026839532e-06
bagged,7.092202026839532e-06
sorriest,7.092202026839532e-06
microwaved-soft,7.092202026839532e-06
susceptible,7.092202026839532e-06
gym,pool,jacuzzi,and,7.092202026839532e-06
kung-pow,7.092202026839532e-06
ranchero-style,7.092202026839532e-06
like,fried,7.092202026839532e-06
deeeeeelicuous,7.092202026839532e-06
piquillo,7.092202026839532e-06
inconvinient,7.092202026839532e-06
okey,7.092202026839532e-06
eggplant,7.092202026839532e-06
wonderful--very,7.092202026839532e-06
a),7.092202026839532e-06
arestaurant,7.092202026839532e-06
office,7.092202026839532e-06
republican,7.092202026839532e-06
winter-pudged,7.092202026839532e-06
tight-knit,7.092202026839532e-06
tip-inclusive,7.092202026839532e-06
soppressata,7.092202026839532e-06
upto,7.092202026839532e-06
checkorboard,7.092202026839532e-06
untrue,7.092202026839532e-06
boardwalk,7.092202026839532e-06
xenophobic,7.092202026839532e-06
dance-filled,7.092202026839532e-06
post,7.092202026839532e-06
vey,7.092202026839532e-06
douchebaggy,7.092202026839532e-06
unfavourable,7.092202026839532e-06
campy,7.092202026839532e-06
semi-healthy,7.092202026839532e-06
order--wild,7.092202026839532e-06
over-all,7.092202026839532e-06
dish--either,7.092202026839532e-06
unorthodox,7.092202026839532e-06
disorganized,7.092202026839532e-06
falafal,7.092202026839532e-06
mass-production,7.092202026839532e-06
predictable,7.092202026839532e-06
taco-total,7.092202026839532e-06
mouth-feel,7.092202026839532e-06
renuked,7.092202026839532e-06
rib-stuffed,7.092202026839532e-06
booming,7.092202026839532e-06
inexplicable,7.092202026839532e-06
american-greek,7.092202026839532e-06
not-fresh,7.092202026839532e-06
-facial,7.092202026839532e-06
undue,7.092202026839532e-06
pants-dropping,7.092202026839532e-06
returned,7.092202026839532e-06
stand-alone,7.092202026839532e-06
rigid,7.092202026839532e-06
sly,7.092202026839532e-06
unstaisfied,7.092202026839532e-06
loveliest,7.092202026839532e-06
two-fold,7.092202026839532e-06
succinct,7.092202026839532e-06
derelict,7.092202026839532e-06
repeatable,7.092202026839532e-06
cacophonous,7.092202026839532e-06
concerted,7.092202026839532e-06
monotone,7.092202026839532e-06
applwood,7.092202026839532e-06
maniacal,7.092202026839532e-06
one-knife,7.092202026839532e-06
jazzed-up,7.092202026839532e-06
specials--capastrami,7.092202026839532e-06
non-factor,7.092202026839532e-06
win,7.092202026839532e-06
vegan/vegetarian,7.092202026839532e-06
ameh,7.092202026839532e-06
mayo-like,7.092202026839532e-06
leaderless,7.092202026839532e-06
dimly-lit,7.092202026839532e-06
shy-,7.092202026839532e-06
two-three,7.092202026839532e-06
disagreeable,7.092202026839532e-06
ancillary,7.092202026839532e-06
over-hyped,7.092202026839532e-06
little/no,7.092202026839532e-06
in-state,7.092202026839532e-06
panna,7.092202026839532e-06
so/so,7.092202026839532e-06
aplenty,7.092202026839532e-06
plant-based,7.092202026839532e-06
lounge-like,7.092202026839532e-06
perfunctory,7.092202026839532e-06
full-frontal,7.092202026839532e-06
semi-authentic,7.092202026839532e-06
dressy,7.092202026839532e-06
unasked,7.092202026839532e-06
rock-hard,7.092202026839532e-06
balachan,7.092202026839532e-06
dog-friendly,7.092202026839532e-06
one-year,7.092202026839532e-06
three-star,7.092202026839532e-06
likey,7.092202026839532e-06
oversell,7.092202026839532e-06
price/value,7.092202026839532e-06
veggy,7.092202026839532e-06
famed,7.092202026839532e-06
14inch,7.092202026839532e-06
dfferent,7.092202026839532e-06
me--while,7.092202026839532e-06
ho,7.092202026839532e-06
oiled,7.092202026839532e-06
floursecent,7.092202026839532e-06
lecherous,7.092202026839532e-06
inauthentic,7.092202026839532e-06
empty-handed,7.092202026839532e-06
salt/seasoning,7.092202026839532e-06
l4,7.092202026839532e-06
bar/club,7.092202026839532e-06
chicken/rice/vegetable,7.092202026839532e-06
kandahar,7.092202026839532e-06
pump-up,7.092202026839532e-06
integral,7.092202026839532e-06
parmesean,7.092202026839532e-06
mediocre/similar,7.092202026839532e-06
straw,7.092202026839532e-06
okay--the,7.092202026839532e-06
non-picky,7.092202026839532e-06
mehhhh,7.092202026839532e-06
seaboard,7.092202026839532e-06
twice-hourly,7.092202026839532e-06
pinneapple,7.092202026839532e-06
smaller.,7.092202026839532e-06
crispylicious,7.092202026839532e-06
shop-able,7.092202026839532e-06
lumbersexual,7.092202026839532e-06
nauseas,7.092202026839532e-06
iron-stomached,7.092202026839532e-06
lightning,7.092202026839532e-06
kotthu,7.092202026839532e-06
malty,7.092202026839532e-06
fluffier,7.092202026839532e-06
shrewd,7.092202026839532e-06
lowest-cost,7.092202026839532e-06
monochromatic,7.092202026839532e-06
dece,7.092202026839532e-06
loudest,7.092202026839532e-06
2-seat,7.092202026839532e-06
room.,7.092202026839532e-06
moisturizer--like,7.092202026839532e-06
sullen,7.092202026839532e-06
drapey,7.092202026839532e-06
midwest/southern,7.092202026839532e-06
ruffled,7.092202026839532e-06
sittin',7.092202026839532e-06
foreseeable,7.092202026839532e-06
exploratory,7.092202026839532e-06
green-tea,7.092202026839532e-06
octopus/beef,7.092202026839532e-06
bacon/sausage,7.092202026839532e-06
cliental,7.092202026839532e-06
supposedly,7.092202026839532e-06
goodwill,7.092202026839532e-06
full.,7.092202026839532e-06
lounge--small,7.092202026839532e-06
for-and,7.092202026839532e-06
uncalled,7.092202026839532e-06
hot--it,7.092202026839532e-06
liberal,7.092202026839532e-06
atlantic,7.092202026839532e-06
amuse,7.092202026839532e-06
dry/tough/stale,7.092202026839532e-06
décor,7.092202026839532e-06
post-drinking,7.092202026839532e-06
bagel/fried,7.092202026839532e-06
prohibitive,7.092202026839532e-06
middle-of-the-road,7.092202026839532e-06
nosey,7.092202026839532e-06
snob-bish,7.092202026839532e-06
tea/lemonade,7.092202026839532e-06
farm-y,7.092202026839532e-06
discriminated,7.092202026839532e-06
sweetened,7.092202026839532e-06
rolls/,7.092202026839532e-06
locked,7.092202026839532e-06
american-asian,7.092202026839532e-06
clown-school,7.092202026839532e-06
thereof,7.092202026839532e-06
quad,7.092202026839532e-06
tact,7.092202026839532e-06
do-able,7.092202026839532e-06
matte,7.092202026839532e-06
unrealized,7.092202026839532e-06
hard-to-eat,7.092202026839532e-06
banchan,7.092202026839532e-06
snide,7.092202026839532e-06
reduced,7.092202026839532e-06
non-custom,7.092202026839532e-06
two-person,7.092202026839532e-06
volumed,7.092202026839532e-06
big-not,7.092202026839532e-06
eel/avocado,7.092202026839532e-06
jagged,7.092202026839532e-06
perogie,7.092202026839532e-06
halibut-the,7.092202026839532e-06
impoverished,7.092202026839532e-06
outward,7.092202026839532e-06
unprepared,7.092202026839532e-06
cult-like,7.092202026839532e-06
cuttle,7.092202026839532e-06
throwaway,7.092202026839532e-06
bbq/picnic,7.092202026839532e-06
stereotyped,7.092202026839532e-06
pescetarian,7.092202026839532e-06
same--the,7.092202026839532e-06
cafe-style,7.092202026839532e-06
phad,7.092202026839532e-06
half-assed,7.092202026839532e-06
riced,7.092202026839532e-06
double-layered,7.092202026839532e-06
intoxicated,7.092202026839532e-06
pork/chicken,7.092202026839532e-06
pre-fried,7.092202026839532e-06
sub-,7.092202026839532e-06
pontine,7.092202026839532e-06
manic,7.092202026839532e-06
wholesale,7.092202026839532e-06
black-eyed,7.092202026839532e-06
value-priced,7.092202026839532e-06
nails-on-chalkboard,7.092202026839532e-06
doner,7.092202026839532e-06
st,7.092202026839532e-06
blue--just,7.092202026839532e-06
spiffy,7.092202026839532e-06
tag-along,7.092202026839532e-06
re-heated,7.092202026839532e-06
noticable,7.092202026839532e-06
flame-broil,7.092202026839532e-06
punjabi,7.092202026839532e-06
nonalcoholic,7.092202026839532e-06
/roja,7.092202026839532e-06
chinese-food-craving,7.092202026839532e-06
parsley-tossed,7.092202026839532e-06
best.,7.092202026839532e-06
breakaway,7.092202026839532e-06
adult-only,7.092202026839532e-06
avo/eel,7.092202026839532e-06
soft--like,7.092202026839532e-06
laborious,7.092202026839532e-06
roach,7.092202026839532e-06
up-skirt,7.092202026839532e-06
chared,7.092202026839532e-06
home-y,7.092202026839532e-06
through-out,7.092202026839532e-06
clientel,7.092202026839532e-06
non-traditional,7.092202026839532e-06
non-franchise,7.092202026839532e-06
falafil,7.092202026839532e-06
vegie,7.092202026839532e-06
one-,7.092202026839532e-06
close-by,7.092202026839532e-06
cursory,7.092202026839532e-06
kababb,7.092202026839532e-06
new.,7.092202026839532e-06
first-hand,7.092202026839532e-06
home-fried,7.092202026839532e-06
price-point,7.092202026839532e-06
wood,7.092202026839532e-06
not-so-big,7.092202026839532e-06
have-to-live-here-to-know,7.092202026839532e-06
conditional,7.092202026839532e-06
durable,7.092202026839532e-06
pit-looking,7.092202026839532e-06
academic,7.092202026839532e-06
upstanding,7.092202026839532e-06
bar/lounge,7.092202026839532e-06
insurmountable,7.092202026839532e-06
proprietary,7.092202026839532e-06
westbound,7.092202026839532e-06
self-ordering,7.092202026839532e-06
black-shirted,7.092202026839532e-06
ono,7.092202026839532e-06
ritualistic,7.092202026839532e-06
diminutive,7.092202026839532e-06
loath,7.092202026839532e-06
buzzy,7.092202026839532e-06
ventilated,7.092202026839532e-06
beat-heavy,7.092202026839532e-06
rotary,7.092202026839532e-06
clean/sanitary,7.092202026839532e-06
l,7.092202026839532e-06
uninspiring,7.092202026839532e-06
earthy,7.092202026839532e-06
untidy,7.092202026839532e-06
litttle,7.092202026839532e-06
hostel-styled,7.092202026839532e-06
udon,7.092202026839532e-06
chlorox-smelling,7.092202026839532e-06
peanuty-sauce,7.092202026839532e-06
mute,7.092202026839532e-06
insolent,7.092202026839532e-06
super-old-school,7.092202026839532e-06
atroutous,7.092202026839532e-06
bright-yellow,7.092202026839532e-06
negotiable,7.092202026839532e-06
seawood,7.092202026839532e-06
unsulfured-oh-ya,7.092202026839532e-06
maaaaaaany,7.092202026839532e-06
reasonably-priced,7.092202026839532e-06
saltiest,7.092202026839532e-06
impressive-,7.092202026839532e-06
citrus-y,7.092202026839532e-06
unbiased,7.092202026839532e-06
chummy,7.092202026839532e-06
peppersauce,7.092202026839532e-06
well-staffed,7.092202026839532e-06
everyone--college,7.092202026839532e-06
mu-shu,7.092202026839532e-06
defined,7.092202026839532e-06
next-time,7.092202026839532e-06
beaten,7.092202026839532e-06
out-smarted,7.092202026839532e-06
mediterranean-light,7.092202026839532e-06
oragano,7.092202026839532e-06
post-lunch,7.092202026839532e-06
manifest,7.092202026839532e-06
eat,7.092202026839532e-06
zombie,7.092202026839532e-06
godsend,7.092202026839532e-06
fruit-infused,7.092202026839532e-06
***1/2,7.092202026839532e-06
arabian,7.092202026839532e-06
margherita,7.092202026839532e-06
freddie,7.092202026839532e-06
exellent,7.092202026839532e-06
eatin,7.092202026839532e-06
out-of-this-world,7.092202026839532e-06
concered,7.092202026839532e-06
sugar-sweet,7.092202026839532e-06
craw,7.092202026839532e-06
veeeery,7.092202026839532e-06
out-of-country,7.092202026839532e-06
-fried,7.092202026839532e-06
darling,7.092202026839532e-06
mid-life,7.092202026839532e-06
one-handle,7.092202026839532e-06
resteraunt,7.092202026839532e-06
salt-sugar,7.092202026839532e-06
systemic,7.092202026839532e-06
were...questionable,7.092202026839532e-06
all-in,7.092202026839532e-06
unrecognizable,7.092202026839532e-06
coffee/tea/soy,7.092202026839532e-06
moody,7.092202026839532e-06
2hour,7.092202026839532e-06
pork,shrimp,egg,chive,7.092202026839532e-06
call-ahead,7.092202026839532e-06
effiecient,7.092202026839532e-06
unjustifiable,7.092202026839532e-06
throwback,7.092202026839532e-06
naught,7.092202026839532e-06
satay,7.092202026839532e-06
beer-battered,7.092202026839532e-06
wipedown,7.092202026839532e-06
unavoidable,7.092202026839532e-06
char,7.092202026839532e-06
compard,7.092202026839532e-06
heathier,7.092202026839532e-06
