rank,word,frequency
1643,humid,1
1644,disgruntled,1
1645,ionic,1
1646,informative,1
1647,rust,1
1648,rusty,1
1649,phenobarbital,1
1650,non-umbrella,1
1651,unbearable,1
1652,43rd,1
1653,44th,1
1654,hopeless,1
1655,un-aware,1
1656,halal,1
1657,gracious,1
1658,emotional,1
1659,mixed,1
1660,triple,1
1661,finished,1
1662,varied,1
1663,bitter-sweet,1
1664,house/restaurant,1
1665,sautéed,1
1666,eclectic,1
1667,jetted,1
1668,chimi,1
1669,hourly,1
1670,useful,1
1671,fortunate,1
1672,unauthorized,1
1673,mango,pineapple,1
1674,spoiled,1
1675,multi-day,1
1676,habitual,1
1677,onetime,1
1678,pepino,1
1679,snarky,1
1680,prowl,1
1681,regional,1
1682,instant,1
1683,highlighter-yellow,1
1684,sweetest,1
1685,*ok*,1
1686,quite-small,1
1687,akin,1
1688,architectural,1
1689,bald,1
1690,mahogany,1
1691,antique,1
1692,under-seasoned,1
1693,hormonal,1
1694,miniature,1
1695,redundant,1
1696,comp,1
1697,brusque,1
1698,octopus,1
1699,unruley,1
1700,unsurprising,1
1701,conservative,1
1702,lucrative,1
1703,complacent,1
1704,rage,1
1705,tl;dr,1
1706,greyish,1
1707,wavy,1
1708,13th,1
1709,hip,1
1710,way-way,1
1711,leaky,1
1712,9th,1
1713,preferred,1
1714,mid-range,1
1715,themed,1
1716,unfresh,1
1717,well-prepared,1
1718,imaginary,1
1719,farthest,1
1720,frustrated/disappointed,1
1721,6pm,1
1722,disastrous,1
1723,mis-communicated,1
1724,just,1
1725,nominal,1
1726,pompous,1
1727,head--and,1
1728,contaminated,1
1729,uh,1
1730,healthier,1
1731,plum,1
1732,brighter,1
1733,bready,1
1734,indicative,1
1735,needed,1
1736,in-store,1
1737,mechanical,1
1738,prominent,1
1739,caucasian,1
1740,noteworthy,1
1741,sophisticated,1
1742,marginal,1
1743,unlikely,1
1744,rolled,1
1745,redeeming,1
1746,verde,1
1747,hangry,1
1748,clientd,1
1749,doable,1
1750,unenjoyable,1
1751,misshapen,1
1752,callous,1
1753,square-rounded,1
1754,suggestions/created,1
1755,impertinent,1
1756,murky,1
1757,irate,1
1758,tingly,1
1759,amusing,1
1760,tempura,1
1761,largest,1
1762,note-tahiti,1
1763,3-night,1
1764,management-please,1
1765,senior,1
1766,valuable,1
1767,hurried,1
1768,deplorable,1
1769,amenable,1
1770,apathetic,1
1771,financial,1
1772,tan,1
1773,prospective,1
1774,sumo,1
1775,calamari,1
1776,jumbo,1
1777,darn,1
1778,'free,1
1779,sofa/bed,1
1780,youngest,1
1781,scripted,1
1782,proactive,1
1783,furnished,1
1784,iffy,1
1785,proud,1
1786,nervous,1
1787,restless,1
1788,tense,1
1789,underneath,1
1790,tropical,1
1791,worthless,1
1792,5-star,1
1793,blehhh,1
1794,crushed,1
