rank,word,frequency
153,meh,21
154,past,21
155,chewy,21
156,usual,21
157,brown,20
158,additional,20
159,correct,20
160,main,20
161,asian,20
162,uncomfortable,20
163,possible,19
164,actual,19
165,traditional,19
166,sour,19
167,helpful,19
168,beautiful,19
169,pricey,18
170,easy,18
171,normal,18
172,comfortable,18
173,rare,18
174,fantastic,18
175,reasonable,18
176,local,18
177,2nd,18
178,larger,18
179,clear,18
180,orange,18
181,likely,17
182,generous,17
183,odd,17
184,plain,17
185,interesting,17
186,stale,17
187,unprofessional,17
188,funny,16
189,separate,16
190,pretty,16
191,bigger,16
192,third,16
193,fun,16
194,frozen,16
195,true,16
196,convenient,16
197,particular,15
198,front,15
199,mushy,15
200,total,15
201,fair,15
202,black,15
203,strange,15
204,lower,14
205,honest,14
206,older,14
207,complimentary,14
208,general,14
209,sick,14
210,serious,14
211,vietnamese,14
212,turkish,14
213,prime,13
214,polite,13
215,bright,13
216,juicy,13
217,certain,13
218,negative,13
219,cute,13
220,crazy,13
221,heavy,12
222,major,12
223,strong,12
224,awkward,12
225,lazy,12
226,greek,12
227,flavorful,12
228,oily,12
229,complete,12
230,wet,12
231,indian,12
232,inside,12
233,popular,11
234,subpar,11
235,closest,11
236,easier,11
237,crappy,11
238,later,11
239,wonderful,11
240,quiet,11
241,back,11
242,american,11
243,professional,11
244,acceptable,11
245,dead,11
246,light,11
247,proper,11
248,various,11
249,flat,11
250,consistent,11
251,cheaper,10
252,frustrated,10
253,japanese,10
254,original,10
255,so-so,10
256,recent,10
257,sticky,10
258,burnt,10
259,vegetarian,10
260,aware,10
261,sketchy,10
262,thai,10
263,closer,9
264,prompt,9
265,specific,9
266,impressive,9
267,safe,9
268,modern,9
269,glad,9
270,rough,9
271,blue,9
272,sub-par,9
273,curious,9
274,fellow,9
275,italian,9
276,random,9
277,yummy,9
278,nasty,9
279,solid,9
280,biggest,9
281,lovely,9
282,inexpensive,8
283,crunchy,8
284,initial,8
285,careful,8
286,yellow,8
287,hawaiian,8
288,wise,8
289,boring,8
290,personal,8
291,picky,8
292,unacceptable,8
293,polish,8
294,filthy,8
295,shredded,8
296,outstanding,8
297,bare,8
298,top,8
299,underwhelming,8
300,1st,8
301,important,8
302,early,8
303,accurate,8
304,exact,8
305,unpleasant,8
306,flavourful,8
307,gorgeous,8
308,plastic,8
309,spectacular,8
310,fake,8
311,southern,7
312,baked,7
313,lousy,7
314,dishonest,7
315,gonna,7
316,lucky,7
317,double,7
318,inconsistent,7
319,rubbery,7
320,impossible,7
321,mad,7
322,appropriate,7
323,incorrect,7
324,bonus,7
325,slimy,7
326,bitter,7
327,lackluster,7
328,healthy,7
329,cheesy,7
330,generic,7
331,sugary,7
332,unable,7
333,current,7
334,messy,7
335,former,7
336,miserable,7
337,private,7
338,passable,7
339,familiar,7
340,carne,7
341,willing,7
342,individual,6
343,numerous,6
344,obvious,6
345,adequate,6
346,angry,6
347,narrow,6
348,unfortunate,6
349,noisy,6
350,daily,6
351,minimal,6
352,inedible,6
353,cramped,6
354,moist,6
355,pickled,6
356,further,6
357,forgettable,6
358,very,6
359,massive,6
360,timely,6
361,female,6
362,crisp,6
363,courteous,6
364,fancy,6
365,common,6
366,like,6
367,loose,6
368,absolute,6
369,cozy,6
370,upset,6
371,corporate,6
372,minimum,6
373,welcome,6
374,extreme,6
375,aside,6
376,nicer,6
377,saucy,6
378,comparable,6
379,unique,6
380,social,6
381,stellar,6
382,english,6
383,younger,6
384,canned,6
385,depressing,6
386,tight,5
387,thorough,5
388,creamy,5
389,extraordinary,5
390,weekly,5
391,memorable,5
392,ordinary,5
393,rental,5
394,understandable,5
395,thicker,5
396,necessary,5
397,enjoyable,5
398,damn,5
399,outdoor,5
400,condescending,5
401,present,5
402,sparse,5
403,grainy,5
404,overpriced,5
405,greatest,5
406,3rd,5
407,undercooked,5
408,non,5
409,final,5
410,stupid,5
411,earlier,5
412,joint,5
413,sliced,5
414,reminiscent,5
415,fresh-squeezed,5
416,weak,5
417,frequent,5
418,physical,5
419,unbelievable,5
420,mongolian,5
421,inattentive,5
422,smart,5
423,stingy,5
424,sub,5
425,east,5
426,zero,5
427,edible,5
428,knowledgeable,5
429,spacious,5
430,curly,5
431,fluffy,5
432,unfriendly,5
433,silly,5
434,seasonal,5
435,non-existent,5
436,peach,5
437,middle,5
438,ugly,5
439,key,5
440,exceptional,5
441,bahn,5
442,priced,4
443,pre-made,4
444,plenty,4
445,smoked,4
446,sized,4
447,desperate,4
448,meaty,4
449,accommodating,4
450,square,4
451,efficient,4
452,shy,4
453,clumpy,4
454,nonexistent,4
455,apologetic,4
456,unremarkable,4
457,mush,4
458,giant,4
459,skeptical,4
460,incredible,4
461,spotty,4
462,crab,4
463,african,4
464,plentiful,4
465,comfy,4
466,aggressive,4
467,limp,4
468,ours,4
469,buttery,4
470,international,4
471,tall,4
472,unhappy,4
473,epic,4
474,slight,4
475,limited,4
476,lone,4
477,atrocious,4
478,lukewarm,4
479,outrageous,4
480,allergic,4
481,pathetic,4
482,funky,4
483,yelp,4
484,4th,4
485,superior,4
486,western,4
487,dim,4
488,casual,4
489,sunny,4
490,left,4
491,dense,4
492,appealing,4
493,rich,4
494,smallest,4
495,hush,4
496,smooth,4
497,minor,4
498,borderline,4
499,continental,4
500,favourite,4
501,hesitant,4
502,unwelcome,4
503,intimate,4
504,scrambled,4
505,over-priced,4
506,wide,4
507,wow,4
508,tired,4
509,cheapest,4
510,straight,4
511,tolerable,4
512,freshest,4
513,accessible,4
514,signature,4
515,classy,4
516,understaffed,4
517,thirsty,4
518,disrespectful,4
519,prepackaged,3
520,indulgent,3
521,harsh,3
522,partial,3
523,pale,3
524,s,3
525,afraid,3
526,culinary,3
527,noticeable,3
528,unappetizing,3
529,assorted,3
530,fourth,3
531,mashed,3
532,heck,3
533,critical,3
534,crusty,3
535,ideal,3
536,steamed,3
537,overwhelming,3
538,scallop,3
539,famous,3
540,runny,3
541,devoid,3
542,lack,3
543,plus,3
544,terrific,3
545,unhealthy,3
546,sufficient,3
547,complicated,3
548,defensive,3
549,constant,3
550,sauteed,3
551,cajun,3
552,mid,3
553,pure,3
554,creepy,3
555,unseasoned,3
556,extensive,3
557,canadian,3
558,off,3
559,suppose,3
560,fabulous,3
561,fashioned,3
562,imperial,3
563,seasoned,3
564,satisfactory,3
565,outside,3
566,soupy,3
567,fond,3
568,grumpy,3
569,entertaining,3
570,lighter,3
571,savory,3
572,sauced,3
573,male,3
574,extended,3
575,future,3
576,chaotic,3
577,loyal,3
578,south,3
579,intense,3
580,beloved,3
581,skimpy,3
582,affordable,3
583,significant,3
584,unusual,3
585,mild,3
586,flavourless,3
587,nearby,3
588,handmade,3
589,premium,3
590,bogus,3
591,bottom,3
592,disabled,3
593,unimportant,3
594,mine,3
595,retro,3
596,classic,3
597,toasted,3
598,dire,3
599,neat,3
600,latter,3
601,shitty,3
602,artificial,3
603,dangerous,3
604,obnoxious,3
605,gooey,3
606,enthusiastic,3
607,acidic,3
608,public,3
609,lebanese,3
610,yuck,3
611,online,3
612,excessive,3
613,pink,3
614,native,3
615,calm,3
616,lame,3
617,offensive,3
618,vast,3
619,abysmal,3
620,organic,3
621,drunk,3
622,natural,3
623,shady,3
624,sloppy,3
625,surprising,3
626,sensitive,3
627,catfish,3
628,notorious,3
629,unlucky,3
630,n,3
631,grand,3
632,foreign,3
633,appetizing,3
634,clueless,3
635,apt,3
636,uneven,3
637,golden,2
638,inadequate,2
639,desired,2
640,breaded,2
641,stuffy,2
642,fishy,2
643,laden,2
644,squishy,2
645,all-you-can-eat,2
646,upper,2
647,commensurate,2
648,invisible,2
649,thinner,2
650,effective,2
651,gluten-free,2
652,gigantic,2
653,bizarre,2
654,well-done,2
655,personable,2
656,uncooked,2
657,genuine,2
658,aussie,2
659,syrupy,2
660,national,2
661,over-cooked,2
662,cultural,2
663,$20,2
664,adventurous,2
665,unnecessary,2
666,pulled,2
667,maximum,2
668,impolite,2
669,packed,2
670,speedy,2
671,questionable,2
672,brave,2
673,highest,2
674,synthetic,2
675,scarce,2
676,lackadaisical,2
677,pushy,2
678,underground,2
679,glorious,2
680,kinda,2
681,military,2
682,sound-proofed,2
683,longest,2
684,unhelpful,2
685,representative,2
686,primary,2
687,abdominal,2
688,c,2
689,8/10,2
690,idiotic,2
691,sleepy,2
692,farther,2
693,paid,2
694,swollen,2
695,sooner,2
696,iced,2
697,outer,2
698,sucky,2
699,star,2
700,malay,2
701,insipid,2
702,lively,2
703,tad,2
704,blunt,2
705,pricier,2
706,approximate,2
707,ho-hum,2
708,substandard,2
709,gloppy,2
710,doughy,2
711,immediate,2
712,lengthy,2
713,nowhere,2
714,mandarin,2
715,saddest,2
716,blah,2
717,unknown,2
718,pricy,2
719,northern,2
720,2-star,2
721,amiss,2
722,wary,2
723,upbeat,2
724,rocky,2
725,christian,2
726,shared,2
727,direct,2
728,grungy,2
729,human,2
730,4/5,2
731,meager,2
732,unappealing,2
733,slowest,2
734,spongy,2
735,latest,2
736,vacant,2
737,electric,2
738,pseudo,2
739,peculiar,2
740,reputable,2
741,anemic,2
742,stereotypical,2
743,diverse,2
744,smug,2
745,warmer,2
746,complementary,2
747,refreshing,2
748,countless,2
749,luxury,2
750,sanitary,2
751,unrepairable,2
752,capable,2
753,ceramic,2
754,outdated,2
755,far,2
756,chunky,2
757,tacky,2
758,bored,2
759,nicest,2
760,friendlier,2
761,reliable,2
762,horrendous,2
763,trendy,2
764,angled,2
765,asleep,2
766,horrid,2
767,energetic,2
768,relative,2
769,averse,2
770,subjective,2
771,confident,2
772,dental,2
773,eastern,2
774,maple,2
775,unbrowned,2
776,talented,2
777,metal,2
778,everyday,2
779,detailed,2
780,threaded,2
781,ill,2
782,even,2
783,ahoy,2
784,delish,2
785,hygienic,2
786,legal,2
787,arrogant,2
788,updated,2
789,out-of-uniform,2
790,dull,2
791,late-night,2
792,needless,2
793,repeat,2
794,facial,2
795,hollow,2
796,mediterranean,2
797,edgy,2
798,pretentious,2
799,seaweed,2
800,unsure,2
801,overrated,2
802,faster,2
803,conscious,2
804,bleh,2
805,hearty,2
806,portuguese,2
807,equivalent,2
808,17th,2
809,chatty,2
810,uneasy,2
811,squeeky,2
812,stringy,2
813,lol,2
814,disposable,2
815,broken,2
816,equal,2
817,neither,2
818,inappropriate,2
819,pointless,2
820,danceable,2
821,lacklustre,2
822,unfamiliar,2
823,competent,2
824,inclusive,2
825,ethnic,2
826,californian,2
827,puffy,2
828,inferior,2
829,roomy,2
830,fewer,2
831,furious,2
832,faulty,2
833,non-peak,2
834,granite,2
835,chic,2
836,16th,2
837,non-sushi,2
838,embarrassed,2
839,busier,2
840,newer,2
841,lunch-time,1
842,louisiana,1
843,out-of-control,1
844,phoenix,1
845,untoasted,1
846,describing-said,1
847,hazy,1
848,boneless,1
849,underhanded,1
850,that--the,1
851,course--"do,1
852,false--aaron,1
853,claim--the,1
854,unprofitable,1
855,call--a,1
856,greater,1
857,ineffective,1
858,eventually--it,1
859,eel,1
860,,overall,1
861,processed,1
862,doubtful,1
863,embarrassing,1
864,guilty,1
865,mini,1
866,frustrating,1
867,absurd,1
868,forgiven,1
869,korean-style,1
870,chinese-style,1
871,hot-pot/grill,1
872,thrilling,1
873,non-korean,1
874,dim-sum,1
875,raw,1
876,worth-while,1
877,hap-hazard,1
878,korean-operated,1
879,low-down,1
880,first-date,1
881,+2,1
882,po,1
883,grown,1
884,pain-in-the-ass,1
885,drop-off,1
886,sparkling,1
887,sharp,1
888,hospital,1
889,unavailable,1
890,valid,1
891,yogis-esq,1
892,stressful,1
893,rogue,1
894,seamless,1
895,serviceable,1
896,jello-like,1
897,numb,1
898,cross-legged,1
899,harder,1
900,selective,1
901,managerial,1
902,hearted,1
903,mammoth,1
904,32-oz,1
905,enviro,1
906,chain-bbq,1
907,sporty,1
908,handy,1
909,yay,1
910,stubborn,1
911,mushy-looking,1
912,battered,1
913,overcrowded,1
914,creole,1
915,adjacent,1
916,suitable,1
917,favorable,1
918,cozier,1
919,raw-ish,1
920,designed,1
921,unintended,1
922,satisfying,1
923,portabello,1
924,delicate,1
925,bloody,1
926,steady,1
927,bold,1
928,faithful,1
929,bi,1
930,electronic,1
931,4-star,1
932,mutiple,1
933,legit,1
934,chargrilled,1
935,uncool,1
936,acombo,1
937,commin,1
938,kung-pao,1
939,impersonal,1
940,out-of-pocket,1
941,chemical,1
942,oniony,1
943,tinted,1
944,crude,1
945,insensitive,1
946,bar/restaurant,1
947,industrial,1
948,loud--the,1
949,pub-style,1
950,staple,1
951,cuban,1
952,indifferent,1
953,robotic,1
954,okra-,1
955,teramo,1
956,tables10,1
957,branded,1
958,trivial,1
959,fateful,1
960,bulk-sliced,1
961,russian,1
962,above,1
963,chicken-fried,1
964,yeasty,1
965,generously-sized,1
966,reduced-calorie,1
967,deceitful,1
968,french/cajun,1
969,homemade,1
970,clumsy,1
971,round,1
972,circular,1
973,roasted,1
974,unscrupulous,1
975,crowded,1
976,liquidy,1
977,misogynistic,1
978,likable,1
979,uninformed,1
980,onolicious,1
981,muscular,1
982,aloof,1
983,hippie-dippie,1
984,gallo,1
985,burnt--both,1
986,mid-to-lower-mid,1
987,up/good,1
988,exemplary,1
989,shortest,1
990,responsible,1
991,cordial,1
992,tastless,1
993,medical,1
994,none-too-willing,1
995,unseen,1
996,secluded/soundproofed,1
997,obtrusive,1
998,tighter,1
999,customizable,1
1000,competitive,1
1001,promotional,1
1002,rented,1
1003,one-time,1
1004,fish,1
1005,tar,1
1006,one/a,1
1007,upcoming,1
1008,holy,1
1009,painful,1
1010,cleanest,1
1011,non-beef,1
1012,emotionless,1
1013,mysterious,1
1014,phenomenal,1
1015,admirable,1
1016,unflavorful,1
1017,re-fried,1
1018,especially,1
1019,luminescent,1
1020,seared,1
1021,baloney,1
1022,dang,1
1023,uninteresting,1
1024,apparent,1
1025,smokin,1
1026,urinary,1
1027,to-the-point,1
1028,drunken,1
1029,4am,1
1030,gyu-don,1
1031,west,1
1032,veg-friendly,1
1033,meat-based,1
1034,central,1
1035,texan,1
1036,technical,1
1037,uninitiated,1
1038,finer,1
1039,unclear,1
1040,floral,1
1041,semi-dangerous,1
1042,unannounced,1
1043,sit-down,1
1044,jerky,1
1045,sweet-and-strange,1
1046,finger-burning,1
1047,dependable,1
1048,velvet,1
1049,unadventurous,1
1050,midwestern,1
1051,madison--particularly,1
1052,uninterested,1
1053,low-carb,1
1054,sassy,1
1055,american-chinese,1
1056,un-spectacular,1
1057,salty-as-hell,1
1058,refurbished,1
1059,spaghetti,1
1060,creative,1
1061,tastier,1
1062,peaceful,1
1063,udon-like,1
1064,layer-thick,1
1065,thinnest,1
1066,stormy,1
1067,decadent,1
1068,jigsawed,1
1069,puzzled,1
1070,meatiest,1
1071,us,1
1072,dismal,1
1073,rediculous,1
1074,oft-changing,1
1075,hk-style,1
1076,standout,1
1077,complex,1
1078,darker,1
1079,brutal,1
1080,precious,1
1081,------------------------------------------,1
1082,stir-fried,1
1083,picturesque,1
1084,icy,1
1085,hilarious,1
1086,ongoing,1
1087,casual/a,1
1088,delicious-good,1
1089,grits-very,1
1090,meh-okay,1
1091,unparalleled,1
1092,ish,1
1093,going,1
1094,seschwan,1
1095,chinese-korean,1
1096,vacuum-sealed,1
1097,harrowing,1
1098,unsatisfactory,1
1099,must-avoid,1
1100,snowy,1
1101,undivided,1
1102,non-breakfast,1
1103,lemon,1
1104,exhaustive,1
1105,queasy,1
1106,authetic,1
1107,gastric,1
1108,unwanted,1
1109,stuffed,1
1110,recognizable,1
1111,constructive,1
1112,respected,1
1113,vulnerable,1
1114,striped,1
1115,remedial,1
1116,livable,1
1117,half-full,1
1118,damp,1
1119,crucial,1
1120,easy-going,1
1121,tho,1
1122,exotic,1
1123,wealthy,1
1124,home-made,1
1125,snappy,1
1126,elderly,1
1127,discombobulated,1
1128,priciest,1
1129,reddish,1
1130,blandest,1
1131,miniscule,1
1132,merky,1
1133,superb,1
1134,tougher,1
1135,unresponsive,1
1136,ample,1
1137,fatal,1
1138,out/tired,1
1139,carefree,1
1140,tedious,1
1141,mystical,1
1142,anti,1
1143,marbled-just-enough,1
1144,default,1
1145,potential,1
1146,non-standard,1
1147,half-melted,1
1148,simplistic,1
1149,lacked,1
1150,decimal,1
1151,refused,1
1152,6th,1
1153,approachable,1
1154,poorer,1
1155,cardboard,1
1156,small/medium,1
1157,please,1
1158,latin,1
1159,keyless,1
1160,figurative,1
1161,prearranged,1
1162,arbitrary,1
1163,mediocre-to-bad,1
1164,double-check,1
1165,balanced,1
1166,distinctive,1
1167,uniform,1
1168,ceasarean,1
1169,exquisite,1
1170,bouncy,1
1171,overfried,1
1172,collard,1
1173,minuscule,1
1174,warm--ish,1
1175,stronger,1
1176,homey,1
1177,rustic,1
1178,visual,1
1179,theirs,1
1180,half-anemic,1
1181,taco-bell-style,1
1182,word-of-mouth,1
1183,repairable,1
1184,mighty,1
1185,one-off,1
1186,rolling,1
1187,annoyed,1
1188,,ordered,1
1189,precarious,1
1190,firs,1
1191,hello,1
1192,drab,1
1193,over-powering,1
1194,dumb,1
1195,couched,1
1196,live,1
1197,independent,1
1198,innovative,1
1199,blasphemous,1
1200,tasteful,1
1201,boggling,1
1202,sole,1
1203,silent,1
1204,intrusive--,1
1205,untouched,1
1206,fresher,1
1207,cranky,1
1208,deliberate,1
1209,worthwhile,1
1210,graceful,1
1211,dilicate,1
1212,posh,1
1213,tuesday,1
1214,logical,1
1215,internal,1
1216,funnier,1
1217,priceless,1
1218,$100,1
1219,meat/seafood,1
1220,spanish,1
1221,merry,1
1222,ultra,1
1223,knowledgable,1
1224,unwarranted,1
1225,snobby,1
1226,sheepish,1
1227,disapointed,1
1228,ick,1
1229,drizzly,1
1230,gooeyist,1
1231,ooey,1
1232,partially-filled,1
1233,grey,1
1234,delicious-sounding,1
1235,gothic,1
1236,defunct,1
1237,mouthy,1
1238,strangest,1
1239,lenient,1
1240,salt--,1
1241,snotty,1
1242,biscut-gravy,1
1243,omlette,1
1244,bourbon,1
1245,perky,1
1246,busiest,1
1247,quirky,1
1248,elementary,1
1249,aback,1
1250,rectangular,1
1251,crumbled,1
1252,full-bodied,1
1253,abnormal,1
1254,undrinkable,1
1255,cheapie,1
1256,worthy,1
1257,crime-ridden,1
1258,brilliant,1
1259,homegrown,1
1260,enlightening,1
1261,letdown,1
1262,zippy,1
1263,buffalo,1
1264,underdone,1
1265,sore,1
1266,overworked,1
1267,unsupported,1
1268,nuclear,1
1269,grocery-slash-eatery,1
1270,distinct,1
1271,shmeed,1
1272,clotted,1
1273,cluttered,1
1274,crusted,1
1275,blander,1
1276,pinapple,1
1277,anxious,1
1278,rearrangable,1
1279,un-crowded,1
1280,racist,1
1281,hoooorrible,1
1282,invisalign,1
1283,oral,1
1284,reflective,1
1285,hole-in-the-wall,1
1286,forgetful,1
1287,contemporary,1
1288,gargantuan,1
1289,redic,1
1290,mainstream,1
1291,twice,1
1292,second-class,1
1293,honduran,1
1294,piano,1
1295,curved,1
1296,inexperienced,1
1297,unrecommended,1
1298,upholstery,1
1299,unwell,1
1300,intestinal,1
1301,large.,1
1302,couple,1
1303,foremost,1
1304,playfull,1
1305,bothersome,1
1306,primitive,1
1307,out,1
1308,powerful,1
1309,confusing,1
1310,forward,1
1311,hydrogenated,1
1312,tzaziki,1
1313,fowl,1
1314,ther,1
1315,oddball,1
1316,robust,1
1317,philly,1
1318,tranquil,1
1319,responsive,1
1320,spa-like,1
1321,citrus,1
1322,fruity,1
1323,hurt,1
1324,nitpicky,1
1325,mani/pedis,1
1326,mani/pedi,1
1327,rambunctious,1
1328,protective,1
1329,infamous,1
1330,sobering,1
1331,nightly,1
1332,cringeworthy,1
1333,musical,1
1334,inevitable,1
1335,nigiri,1
1336,opaque,1
1337,leaner,1
1338,heavier,1
1339,ubiquitous,1
1340,overcooked,1
1341,eh,1
1342,unimpressive,1
1343,gloomy,1
1344,chocobanana,1
1345,hopeful,1
1346,nil,1
1347,patient,1
1348,middle-aged,1
1349,twenty-something,1
1350,brother-in-law,1
1351,finicky,1
1352,mozerrella,1
1353,olive,1
1354,oliveless,1
1355,palpable,1
1356,hella,1
1357,tepid,1
1358,bussy,1
1359,unidentifiable,1
1360,often-burnt-out,1
1361,meat+cheese+white,1
1362,carbonated,1
1363,illegal,1
1364,bewitching,1
1365,persnickety,1
1366,cubano,1
1367,fave,1
1368,disappointd,1
1369,weaker,1
1370,compulsive,1
1371,mocha,1
1372,diabetic,1
1373,non-quebec,1
1374,well-balanced,1
1375,dank,1
1376,spiral,1
1377,cherry,1
1378,spooky,1
1379,desirable,1
1380,holistic,1
1381,team-building,1
1382,salami,1
1383,overdrawn,1
1384,alike,1
1385,insistant,1
1386,,food,1
1387,unpopular,1
1388,atmosphere-,1
1389,closed,1
1390,unsafe,1
1391,unwelcoming,1
1392,inefficient,1
1393,up/down,1
1394,disappoitnted,1
1395,overwelmed,1
1396,extreme-,1
1397,insane,1
1398,inner,1
1399,happier,1
1400,teeny,1
1401,hipster,1
1402,mid-level,1
1403,overdue,1
1404,elite,1
1405,steep,1
1406,yucky,1
1407,impatient,1
1408,flustered,1
1409,near-best,1
1410,irritable,1
1411,dusty,1
1412,interior,1
1413,sluggish,1
1414,naked,1
1415,patched,1
1416,inept,1
1417,greasiest,1
1418,fattiest,1
1419,horrific,1
1420,20th,1
1421,upscale,1
1422,fifth,1
1423,abundant,1
1424,official,1
1425,royal,1
1426,meh--just,1
1427,romanian,1
1428,11th,1
1429,ultimate,1
1430,hotel.,1
1431,congealed,1
1432,editable,1
1433,ex,1
1434,precooked,1
1435,microwaved,1
1436,ehhh,1
1437,lowest,1
1438,stoic,1
1439,passionate,1
1440,scary,1
1441,urban,1
1442,elaborate,1
1443,over-easy,1
1444,poboy,1
1445,quebecoise,1
1446,spot-free,1
1447,spiced,1
1448,salsa,1
1449,fixed,1
1450,update-called,1
1451,semi-kinda-regular,1
1452,quick-talking,1
1453,to-go,1
1454,well-stocked,1
1455,restaurant-made,1
1456,copious,1
1457,brightly-colored,1
1458,ayce,1
1459,dimensional,1
1460,done/extra,1
1461,hate-hate,1
1462,mediocare,1
1463,neverending,1
1464,oppressive,1
1465,fluorescent,1
1466,windowless,1
1467,forgot,1
1468,valiant,1
1469,nacho,1
1470,hard-pressed,1
1471,mistaken,1
1472,nearest,1
1473,chilled,1
1474,costlier,1
1475,uncontrollable,1
1476,heinous,1
1477,drier,1
1478,_small_,1
1479,seedy-looking,1
1480,deceptive,1
1481,unmanageable,1
1482,it--criminal,1
1483,appalling,1
1484,indiscernible,1
1485,take-away,1
1486,recyclable,1
1487,wacky,1
1488,old-fashioned,1
1489,hush-puppy,1
1490,oozy,1
1491,*sad,1
1492,annual,1
1493,romantic,1
1494,non-melted,1
1495,quilted,1
1496,notable,1
1497,skinny,1
1498,paper-thin,1
1499,in-house,1
1500,heavyset,1
1501,mis-labeled,1
1502,low-budget,1
1503,graffiti'd,1
1504,shabby,1
1505,user-friendly,1
1506,meh..,1
1507,welcoming,1
1508,light-came,1
1509,probable,1
1510,nit-pick,1
1511,brief,1
1512,seperate,1
1513,thrid,1
1514,less-than-favorable,1
1515,self-service,1
1516,yummy-looking,1
1517,lonely,1
1518,peppery,1
1519,fresh-made,1
1520,spiritless,1
1521,dzn,1
1522,managed,1
1523,wild,1
1524,blase,1
1525,improper,1
1526,adult,1
1527,squeaky,1
1528,imaginative,1
1529,legendary,1
1530,lifeless,1
1531,shiny,1
1532,over-sauced,1
1533,over-seasoned,1
1534,non-breaded,1
1535,selected,1
1536,undersauced,1
1537,day-old,1
1538,bubbly,1
1539,unrequested,1
1540,douche-baggery,1
1541,saltier,1
1542,luke-warm,1
1543,consistant,1
1544,quieter,1
1545,-expensive,1
1546,cosmopolitan,1
1547,nonpeak,1
1548,unlimited,1
1549,subsequent,1
1550,convient,1
1551,dilapidated,1
1552,handicapped,1
1553,inaccurate,1
1554,malaysian,1
1555,ok.,1
1556,sexy,1
1557,...ok,1
1558,self-serve,1
1559,now-cold,1
1560,bottomless,1
1561,modest,1
1562,hordenous,1
1563,milky,1
1564,unfair,1
1565,soondooboo,1
1566,radish/carrot,1
1567,cautious,1
1568,asian-karaoke,1
1569,hefty,1
1570,considerate,1
1571,pre-assembled,1
1572,comprehensive,1
1573,sheer,1
1574,solitary,1
1575,ordered,1
1576,veterinary,1
1577,repetitive,1
1578,pug,1
1579,mobile,1
1580,diligent,1
1581,angrier,1
1582,shorter,1
1583,elitist,1
1584,invasive,1
1585,affected,1
1586,informed,1
1587,sweeter,1
1588,coral,1
1589,discounted,1
1590,abrupt,1
1591,margarita,1
1592,abrasive,1
1593,requested,1
1594,unapologetic,1
1595,quickest,1
1596,touristy,1
1597,slim,1
1598,colonic,1
1599,formal,1
1600,sarcastic,1
1601,overzelous,1
1602,monthly,1
1603,food/lifestyle,1
1604,americanized,1
1605,undesirable,1
1606,sweetish,1
1607,understaffed--our,1
1608,inflated--we,1
1609,pizza,1
1610,petty,1
1611,soft-shell,1
1612,cardboard-like,1
1613,malleable,1
1614,fall-off-the-bone,1
1615,gawdy,1
1616,oldest,1
1617,utter,1
1618,colourful,1
1619,scrumptious,1
1620,alcohol-free,1
1621,hospitable,1
1622,ardelle,1
1623,promising,1
1624,smallish,1
1625,cheddary,1
1626,german,1
1627,continuous,1
1628,tangy,1
1629,rubber-like,1
1630,over-,1
1631,mint,1
1632,abusive,1
1633,up-sell,1
1634,quantifiable,1
1635,accordingly--perhaps,1
1636,useless,1
1637,lightest,1
1638,30th,1
1639,non-pizza,1
1640,stunning,1
1641,nonchalant,1
1642,unreasonable,1
