rank,word,frequency
549,premium,8
550,extreme,8
551,buttery,8
552,stressful,8
553,pricy,8
554,newest,8
555,successful,8
556,unable,8
557,harder,8
558,weak,8
559,brilliant,8
560,vibrant,8
561,fake,8
562,tricky,8
563,fastest,8
564,homey,8
565,overwhelming,8
566,public,8
567,humble,8
568,blackened,8
569,outrageous,8
570,accessible,8
571,complementary,8
572,unsure,8
573,spiced,8
574,mid,8
575,shiny,8
576,earlier,8
577,pita,8
578,hospitable,8
579,fellow,8
580,persian,8
581,precise,8
582,tidy,7
583,post-op,7
584,countless,7
585,male,7
586,blind,7
587,caring,7
588,desperate,7
589,eager,7
590,industrial,7
591,therapeutic,7
592,colorful,7
593,embarrassed,7
594,meticulous,7
595,unlimited,7
596,sweetest,7
597,flaky,7
598,gooey,7
599,remarkable,7
600,added,7
601,surgical,7
602,pulled,7
603,appropriate,7
604,oily,7
605,addictive,7
606,high-end,7
607,precious,7
608,straightforward,7
609,prior,7
610,jewish,7
611,nostalgic,7
612,joint,7
613,meaty,7
614,freshest,7
615,cramped,7
616,alive,7
617,curious,7
618,tremendous,7
619,unusual,7
620,sub,7
621,heavenly,7
622,guilty,7
623,fragrant,7
624,killer,7
625,mongolian,7
626,stupid,7
627,vegan,7
628,wild,7
629,hottest,7
630,doughy,7
631,mouthwatering,7
632,effective,7
633,dim,7
634,belgian,7
635,steep,7
636,continental,7
637,colonic,7
638,occasional,6
639,exquisite,6
640,loved,6
641,elite,6
642,wellish,6
643,zero,6
644,seasoned,6
645,star,6
646,mother-in-law,6
647,serene,6
648,asleep,6
649,valued,6
650,worthy,6
651,active,6
652,iced,6
653,finest,6
654,balanced,6
655,supportive,6
656,bold,6
657,subtle,6
658,airy,6
659,purple,6
660,exemplary,6
661,speedy,6
662,preferred,6
663,delectable,6
664,4th,6
665,dreaded,6
666,mean,6
667,exotic,6
668,aggressive,6
669,saddest,6
670,passionate,6
671,handmade,6
672,fond,6
673,alright,6
674,busiest,6
675,warmer,6
676,culinary,6
677,greater,6
678,tasteful,6
679,uber,6
680,collard,6
681,hip,6
682,cleanest,6
683,upfront,6
684,messy,6
685,complicated,6
686,north,6
687,detailed,6
688,romantic,6
689,crappy,6
690,human,6
691,complex,6
692,dense,6
693,chatty,6
694,dangerous,6
695,hectic,6
696,immense,6
697,constant,6
698,chiropractic,6
699,lowest,6
700,thicker,6
701,adventurous,6
702,social,6
703,quicker,6
704,poki,6
705,allergic,5
706,lasik,5
707,essential,5
708,heavier,5
709,enthusiastic,5
710,succulent,5
711,awful,5
712,sole,5
713,sweeter,5
714,accurate,5
715,mine,5
716,anxious,5
717,sympathetic,5
718,citrus,5
719,flavored,5
720,shabby,5
721,sooner,5
722,pro,5
723,sharp,5
724,miserable,5
725,fishy,5
726,faulty,5
727,extraordinary,5
728,luxury,5
729,luxurious,5
730,emotional,5
731,beneficial,5
732,military,5
733,advanced,5
734,seaweed,5
735,adjacent,5
736,unbearable,5
737,skimpy,5
738,proactive,5
739,canadian,5
740,down,5
741,unforgettable,5
742,digital,5
743,steady,5
744,relative,5
745,apprehensive,5
746,primary,5
747,unmatched,5
748,energetic,5
749,packed,5
750,epic,5
751,ordinary,5
752,downtown,5
753,dried,5
754,exciting,5
755,loose,5
756,silly,5
757,newer,5
758,non,5
759,central,5
760,sincere,5
761,tastiest,5
762,opposite,5
763,trustworthy,5
764,tad,5
765,plastic,5
766,mellow,5
767,pretentious,5
768,mad,5
769,standout,5
770,nasty,5
771,aesthetic,5
772,stylish,5
773,all-you-can-eat,5
774,brief,5
775,fave,5
776,fresher,5
777,vegetarian/vegan,5
778,unbeatable,5
779,ripe,5
780,happiest,5
781,longest,5
782,functional,5
783,ultimate,5
784,spanish,5
785,sensational,5
786,creole,5
787,jambalaya,5
788,retro,5
789,afghan,5
790,44th,5
791,cutest,4
792,skilled,4
793,delicous,4
794,optimal,4
795,skinny,4
796,left,4
797,utmost,4
798,independent,4
799,vast,4
800,questionable,4
801,sticky,4
802,fifth,4
803,unpleasant,4
804,sub-par,4
805,mushy,4
806,softest,4
807,sweaty,4
808,stable,4
809,brutal,4
810,fuzzy,4
811,swedish,4
812,s,4
813,refractive,4
814,odd,4
815,seamless,4
816,limp,4
817,approachable,4
818,upper,4
819,fab,4
820,sore,4
821,loving,4
822,iconic,4
823,legendary,4
824,distinct,4
825,elderly,4
826,strict,4
827,hospital,4
828,rose,4
829,bearable,4
830,intuitive,4
831,sketchy,4
832,direct,4
833,german,4
834,sterile,4
835,fashioned,4
836,assorted,4
837,fourth,4
838,intense,4
839,glorious,4
840,melty,4
841,priceless,4
842,thinner,4
843,suitable,4
844,uncommon,4
845,electric,4
846,corporate,4
847,5-star,4
848,internal,4
849,boring,4
850,tech,4
851,bubbly,4
852,cantonese,4
853,thirsty,4
854,educated,4
855,oh,4
856,stingy,4
857,russian,4
858,orgasmic,4
859,petite,4
860,mouth-watering,4
861,quirky,4
862,galore,4
863,shareable,4
864,wet,4
865,potential,4
866,7th,4
867,imperial,4
868,transparent,4
869,needless,4
870,silky,4
871,rainy,4
872,interactive,4
873,easiest,4
874,bloody,4
875,realistic,4
876,safer,4
877,excessive,4
878,saucy,4
879,worthwhile,4
880,residential,4
881,unsafe,4
882,bottled,4
883,substantial,4
884,holistic,4
885,ethnic,4
886,fav,4
887,ultra,4
888,chemical,4
889,weary,4
890,sleek,4
891,satisfied,4
892,mere,4
893,justice,4
894,toasty,4
895,neapolitan,4
896,uptown,4
897,municipal,4
898,funky,4
899,walnut,4
900,catfish,4
901,talkative,4
902,cracked,4
903,bi,4
904,enterprising,4
905,digestive,4
906,pino,4
907,ginormous,4
908,pregnant,4
909,tropical,4
910,filipino,3
911,so-so,3
912,appealing,3
913,10th,3
914,bahn,3
915,spot-on,3
916,equal,3
917,stuffy,3
918,lesser,3
919,intelligent,3
920,alcoholic,3
921,botched,3
922,protective,3
923,visual,3
924,annual,3
925,mighty,3
926,tastier,3
927,detail-oriented,3
928,moroccan,3
929,unreal,3
930,stinky,3
931,salted,3
932,sleepy,3
933,conventional,3
934,balsamic,3
935,cuban,3
936,electronic,3
937,cheery,3
938,gluten-free,3
939,diligent,3
940,reputable,3
941,intricate,3
942,intrusive,3
943,safest,3
944,soon,3
945,inconsistent,3
946,peppery,3
947,spicier,3
948,unpretentious,3
949,glamorous,3
950,akin,3
951,potent,3
952,minimalist,3
953,hefty,3
954,polished,3
955,witty,3
956,crusty,3
957,promotional,3
958,halal,3
959,selfish,3
960,veterinary,3
961,financial,3
962,alone,3
963,all-beef,3
964,preliminary,3
965,late-night,3
966,dominant,3
967,chronic,3
968,expansive,3
969,old-school,3
970,tired,3
971,brave,3
972,3rd,3
973,decadent,3
974,heartbroken,3
975,lone,3
976,shameful,3
977,grumpy,3
978,reminiscent,3
979,critical,3
980,sufficient,3
981,literal,3
982,bologna,3
983,sparse,3
984,rainbow,3
985,sedative,3
986,five-star,3
987,unhappy,3
988,terminal,3
989,comforting,3
990,official,3
991,alike,3
992,lost,3
993,traumatic,3
994,sacred,3
995,stunning,3
996,kindest,3
997,breaded,3
998,wintermelon,3
999,frothy,3
1000,braised,3
1001,sheer,3
1002,condescending,3
1003,shaved,3
1004,well-seasoned,3
1005,diagnostic,3
1006,roomy,3
1007,ashamed,3
1008,notable,3
1009,slower,3
1010,latter,3
1011,sublime,3
1012,fruity,3
1013,stiff,3
1014,lively,3
1015,whipped,3
1016,domestic,3
1017,dope,3
1018,economical,3
1019,overdue,3
1020,formal,3
1021,lame,3
1022,ever,3
1023,generic,3
1024,communicative,3
1025,congenial,3
1026,cosmetic,3
1027,swanky,3
1028,friendlier,3
1029,8th,3
1030,clever,3
1031,hardy,3
1032,home-style,3
1033,absurd,3
1034,mega,3
1035,staple,3
1036,unfamiliar,3
1037,visible,3
1038,filthy,3
1039,split,3
1040,breathtaking,3
1041,snob,3
1042,edible,3
1043,faux,3
1044,shy,3
1045,smokey,3
1046,ugly,3
1047,contemporary,3
1048,herniated,3
1049,flexible,3
1050,ceramic,3
1051,smoothest,3
1052,ungodly,3
1053,adequate,3
1054,imaginable,3
1055,concerned,3
1056,mani-pedi,3
1057,fro-yo,3
1058,hispanic,3
1059,f,3
1060,tart,3
1061,avid,3
1062,eggcellent,3
1063,foremost,3
1064,clinical,3
1065,magic,3
1066,dear,3
1067,harsh,3
1068,alternate,3
1069,evil,3
1070,hipster,3
1071,ish,3
1072,vacant,3
1073,milky,3
1074,neighboring,3
1075,aged,3
1076,belly,3
1077,creepy,3
1078,personalized,3
1079,hotter,3
1080,sophisticated,3
1081,heirloom,3
1082,17th,3
1083,low-key,3
1084,immune,3
1085,frizzy,3
1086,hyperbaric,3
1087,permanent,3
1088,suppose,3
1089,dramatic,3
1090,medium-rare,3
1091,unnatural,3
1092,legal,3
1093,kool-aid,2
1094,meatier,2
1095,poppyseed,2
1096,far,2
1097,upcoming,2
1098,onolicious,2
1099,probable,2
1100,indecisive,2
1101,covered,2
1102,shaken,2
1103,humorous,2
1104,weakest,2
1105,clueless,2
1106,valuable,2
1107,foreign,2
1108,deepest,2
1109,round,2
1110,underground,2
1111,portobello,2
1112,endless,2
1113,mani/pedi,2
1114,urgent,2
1115,surreal,2
1116,rejuvenated,2
1117,brighter,2
1118,pristine,2
1119,hole-in-the-wall,2
1120,kalbi,2
1121,homeless,2
1122,aloha,2
1123,kama'aina,2
1124,religious,2
1125,legitimate,2
1126,portuguese,2
1127,gaudy,2
1128,freakin,2
1129,shoddy,2
1130,infectious,2
1131,eligible,2
1132,variable,2
1133,astonishing,2
1134,drastic,2
1135,blissful,2
1136,optional,2
1137,irrelevant,2
1138,cleaner,2
1139,handy,2
1140,partial,2
1141,updated,2
1142,store-bought,2
1143,stronger,2
1144,modest,2
1145,southwest,2
1146,cornish,2
1147,metastatic,2
1148,lymphatic,2
1149,inept,2
1150,dedicated,2
1151,tragic,2
1152,reflective,2
1153,abundant,2
1154,smokin,2
1155,innovative,2
1156,dynamic,2
1157,unfriendly,2
1158,wholesome,2
1159,atrocious,2
1160,robust,2
1161,housemade,2
1162,subsequent,2
1163,unchanged,2
1164,meaningful,2
1165,international,2
1166,exclusive,2
1167,oriented,2
1168,semi-regular,2
1169,hygienic,2
1170,oozy,2
1171,prepackaged,2
1172,heartfelt,2
1173,varied,2
1174,aromatic,2
1175,cultural,2
1176,respective,2
1177,bygone,2
1178,salami/bologna,2
1179,abdominal,2
1180,musical,2
1181,frantic,2
1182,silent,2
1183,runny,2
1184,handsome,2
1185,in-home,2
1186,metal,2
1187,colourful,2
1188,steel,2
1189,same-day,2
1190,stale,2
1191,doggie,2
1192,touristy,2
1193,run,2
1194,heart-wrenching,2
1195,carbonated,2
1196,wicked,2
1197,posh,2
1198,frightening,2
1199,home-made,2
1200,def,2
1201,30th,2
1202,oblivious,2
1203,chocolatey,2
1204,handicapped,2
1205,tacky,2
1206,milder,2
1207,ill,2
1208,rampant,2
1209,versatile,2
1210,ambitious,2
1211,native,2
1212,iffy,2
1213,hideous,2
1214,adamant,2
1215,funnel,2
1216,optimistic,2
1217,makeshift,2
1218,punctual,2
1219,resonable,2
1220,fitting,2
1221,trusted,2
1222,sceptical,2
1223,carefree,2
1224,longtime,2
1225,lemony,2
1226,underway,2
1227,irish,2
1228,smallest,2
1229,artistic,2
1230,acidic,2
1231,non-existent,2
1232,velvety,2
1233,dependable,2
1234,dutch,2
1235,indulgent,2
1236,plump,2
1237,jumbo,2
1238,peak,2
1239,dishonest,2
1240,anymore,2
1241,british,2
1242,argentine,2
1243,concise,2
1244,sayin,2
1245,margarita,2
1246,petty,2
1247,horrendous,2
1248,thrilled,2
1249,sturdy,2
1250,newfound,2
1251,pillowy,2
1252,eyed,2
1253,ontime,2
1254,hourly,2
1255,northern,2
1256,lankan,2
1257,nearest,2
1258,automotive,2
1259,deceptive,2
1260,historic,2
1261,laminated,2
1262,manchurian,2
1263,non-vegetarian,2
1264,down-to-earth,2
1265,calamari,2
1266,secret,2
1267,deconstructed,2
1268,themed,2
1269,angry,2
1270,profound,2
1271,dull,2
1272,luscious,2
1273,over-the-top,2
1274,useful,2
1275,mock,2
1276,squishy,2
1277,must-have,2
1278,outer,2
1279,hail,2
1280,deviled,2
1281,finer,2
1282,softer,2
1283,helpfull,2
1284,well-priced,2
1285,hit,2
1286,reserved,2
1287,hibiscus,2
1288,acoustic,2
1289,snooty,2
1290,ignorant,2
1291,sushi/sashimi,2
1292,opulent,2
1293,forward,2
1294,vegas,2
1295,polynesian,2
1296,8pc,2
1297,chimichanga,2
1298,sensory,2
1299,tangy,2
1300,fewer,2
1301,flakey,2
1302,distraught,2
1303,teeny,2
1304,customizable,2
1305,assertive,2
1306,haha,2
1307,fatoush,2
1308,29th,2
1309,kiwi,2
1310,amiable,2
1311,hopeful,2
1312,20th,2
1313,prone,2
1314,chicago-style,2
1315,unreasonable,2
1316,e,2
1317,sauced,2
1318,creamiest,2
1319,invasive,2
1320,schwarma,2
1321,babaganoush,2
1322,challenging,2
1323,well-known,2
1324,yay,2
1325,helluva,2
1326,electrical,2
1327,sucky,2
1328,apt,2
1329,horrific,2
1330,gentlest,2
1331,iraqi,2
1332,sustainable,2
1333,near,2
1334,wimpy,2
1335,leisurely,2
1336,midwestern,2
1337,all-around,2
1338,well-being,2
1339,informed,2
1340,musty,2
1341,rockin,2
1342,square,2
1343,shitty,2
1344,comprehensive,2
1345,unwanted,2
1346,grey,2
1347,wiser,2
1348,smiley,2
1349,funniest,2
1350,huuuuge,2
1351,shorter,2
1352,pitty,2
1353,appetizing,2
1354,neopolitan,2
1355,self,2
1356,indoor/outdoor,2
1357,chilly,2
1358,crowded,2
1359,benedict-style,2
1360,communal,2
1361,renovated,2
1362,plush,2
1363,evident,2
1364,canine,2
1365,squeezed,2
1366,guaranteed,2
1367,rambunctious,2
1368,lush,2
1369,moderate,2
1370,twin,2
1371,13th,2
1372,frosty,2
1373,semi,2
1374,confusing,2
1375,outdated,2
1376,distinctive,2
1377,definitely,2
1378,experimental,2
1379,robotic,2
1380,apparent,2
1381,alot,2
1382,clean.,2
1383,raw,2
1384,wavy,2
1385,utter,2
1386,blown,2
1387,pedicure,2
1388,non-greasy,2
1389,buco,2
1390,national,2
1391,fast-casual,2
1392,intended,2
1393,16th,2
1394,racist,2
1395,meduim,2
1396,crusted,2
1397,understandable,2
1398,historical,2
1399,unassuming,2
1400,charred,2
1401,trivial,2
1402,smallish,2
1403,texas,2
1404,richer,2
1405,family-friendly,2
1406,good!,2
1407,manicure/pedicure,2
1408,weirdest,2
1409,masterful,2
1410,check-in,2
1411,copious,2
1412,lean,2
1413,unknown,2
1414,homely,2
1415,cosy,2
1416,scallop,2
1417,83rd,2
1418,excited,2
1419,scottish,2
1420,ongoing,2
1421,--delicious,2
1422,esp,2
1423,charismatic,2
1424,prepared,2
1425,conscious,2
1426,first-time,2
1427,pleasing,2
1428,variety,2
1429,winded,2
1430,ayce,2
1431,behold,2
1432,upmost,2
1433,timid,2
1434,lenient,2
1435,pakistani,2
1436,anatolian,2
1437,crystal,2
1438,avian,2
1439,fattoush,2
1440,cooked,2
1441,olive,2
1442,risky,2
1443,bitter,2
1444,much-needed,2
1445,autoimmune,2
1446,heated,2
1447,uncertain,2
1448,senior,2
1449,upset,2
1450,tomorrow,2
1451,horrid,2
1452,wary,2
1453,savvy,2
1454,herbal,2
1455,clay,2
1456,mini,2
1457,chargrilled,2
1458,stained,2
1459,pull-out,2
1460,elusive,2
1461,walkable,2
1462,engaging,2
1463,faithful,2
1464,diablo,2
1465,pitiful,2
1466,beachy,2
1467,meh,2
1468,24-hour,2
1469,sandy,2
1470,cut/color,2
1471,unsuccessful,2
1472,herbed,2
1473,out-of-pocket,1
1474,well-maintained,1
1475,specialty,1
1476,outback,1
1477,conversational,1
1478,overloaded,1
1479,forty-five,1
1480,piano,1
1481,..also,1
1482,banmi,1
1483,zippy,1
1484,fresh-tasting,1
1485,hairy,1
1486,prosciutto,1
1487,a#42,1
1488,...better,1
1489,down-under,1
1490,home-like,1
1491,pre-opp,1
1492,corneal,1
1493,radiant,1
1494,b,1
1495,bogus,1
1496,ishave,1
1497,colder,1
1498,compliant,1
1499,lomi,1
1500,phenominal,1
1501,unanswered,1
1502,bottomless,1
1503,cost-efficient,1
1504,furthest,1
1505,mid-range,1
1506,over-researcher,1
1507,stricter,1
1508,downstair,1
1509,encrusted,1
1510,diabetic,1
1511,forbidden,1
1512,wish,1
1513,conservative,1
1514,insightful,1
1515,mutual,1
1516,stocked,1
1517,re-usable,1
1518,dolsot,1
1519,branca,1
1520,penza,1
1521,scared,1
1522,beefy,1
1523,po,1
1524,kitschy,1
1525,laulau,1
1526,regret-free,1
1527,foodventure,1
1528,tongan,1
1529,tailgate/picnic,1
1530,tastey,1
1531,intensive,1
1532,pre-op,1
1533,voluntary,1
1534,favored,1
1535,saccharine,1
1536,insincere,1
1537,a+,1
1538,panther,1
1539,stewed,1
1540,sorta,1
1541,incredibly,1
1542,kaluah,1
1543,here!good,1
1544,mannered,1
1545,sauce-recommended,1
1546,processional,1
1547,out-of-town,1
1548,inexperienced,1
1549,classiest,1
1550,*only,1
1551,latest/up-to-date,1
1552,59th,1
1553,cigarette-filled,1
1554,half-hearted,1
1555,no-animal-product-pho,1
1556,persnickety,1
1557,...well,1
1558,leaky,1
1559,bridal,1
1560,technician,1
1561,restricted,1
1562,blurry,1
1563,delicious-i,1
1564,alcohol-free,1
1565,brightening,1
1566,night-new,1
1567,underrated,1
1568,vermicelli,1
1569,patient-centric,1
1570,post-surgical,1
1571,well-deserved,1
1572,sensative,1
1573,experienced,1
1574,operative,1
1575,oral,1
1576,chopped,1
1577,diluted,1
1578,low-carb,1
1579,smart-carb,1
1580,loaded,1
1581,honorable,1
1582,loaf-dense,1
1583,habitual,1
1584,refridgerated,1
1585,automated,1
1586,tactful,1
1587,fish,1
1588,overdue..,1
1589,double-check,1
1590,yearly,1
1591,rubbery,1
1592,porkbone,1
1593,pre-,1
1594,clearest,1
1595,over-pricey,1
1596,kalua,1
1597,kanack,1
1598,gelatinous,1
1599,likebthe,1
1600,dilated,1
1601,summerlin,1
1602,taller,1
1603,11th,1
1604,commemorative,1
1605,heartbreaking,1
1606,thebpersonalith,1
1607,fearful,1
1608,wrenching,1
1609,flavoured,1
1610,pleased,1
1611,below,1
1612,laughable,1
1613,outpatient,1
1614,charming,1
1615,indie,1
1616,star-powered,1
1617,spontaneous,1
1618,cheesey,1
1619,unhelpful,1
1620,non-life-threatening,1
1621,funeral,1
1622,monstrous,1
1623,underwhelming,1
1624,4-legged,1
1625,non-sugary,1
1626,panko/frosted,1
1627,baby-back,1
1628,on-site,1
1629,restful,1
1630,frustrated,1
1631,sauga,1
1632,foodgasmic,1
1633,street-style,1
1634,near-ish,1
1635,obsessed,1
1636,speddy,1
1637,hangout,1
1638,narrow,1
1639,unbeknownst,1
1640,alt-comedy,1
1641,bundled,1
1642,channel-change,1
1643,bottom,1
1644,ex,1
1645,muslim,1
1646,roman,1
1647,finished,1
1648,gruesome,1
1649,horror,1
1650,pathetic,1
1651,crispier,1
1652,appalling,1
1653,envious,1
1654,wonder,1
1655,mango,1
1656,tatar,1
1657,miscellaneous,1
1658,lunch-time,1
1659,paltry,1
1660,california,1
1661,heritage,1
1662,pancreatic,1
1663,home-based,1
1664,anti-biotic,1
1665,littest,1
1666,post-shot,1
1667,5th,1
1668,forgiving,1
1669,surviving,1
1670,life-threatening,1
1671,stuffed~,1
1672,consistant,1
1673,euthanasia,1
1674,indifferent,1
1675,17-year-old,1
1676,brisk,1
1677,declious,1
1678,nacho-cheesy,1
1679,hand-opened,1
1680,huuuge,1
